ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,1.0,0.0,0.09919319062803159,0.0,0.0,0.09305348987194637,0.05878060892654181,0.0,0.21736154870396157,0.09459488555145258,0.0558251249608789,0.0,0.0,0.0,0.0,0.10998215895701213,0.06131364608495699,0.0,0.08382383712311842,0.0,0.06263482446127198,0.06435827262914684,0.0,0.15875801747429838,0.0,0.0,0.05659225821364894,0.0,0.0,0.0,0.0,0.0,0.031718689583573545,0.050159361729727577,0.0,0.009197429282106512,0.021638741012929195,0.038417702895315285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.09919319062803159,0.0,1.0000000000000002,0.0,0.0,0.0,0.14492875465137242,0.06528030909445777,0.14564979331824493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19252752124890649,0.10063968064294328,0.0,0.0,0.08752383900573801,0.0,0.0,0.08334729656632457,0.0,0.0,0.05843457451076334,0.227130243071161,0.057535513737217076,0.05487367878777688,0.17610276772658004,0.0,0.053981399517748524,0.0,0.0,0.0,0.02836690406640126,0.0,0.0,0.08296296079195725,0.11704244952550587,0.0,0.09677726994635351,0.0,0.0
3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1733980283335012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.09305348987194637,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.2679570428709553,0.13456291943037021,0.042081654347048095,0.0,0.0,0.0,0.2980790729499522,0.15645159152352645,0.04621896794879609,0.0,0.06318742219261111,0.0,0.02450506099561365,0.022164263033229815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020673687017063944,0.01117311172499542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.05878060892654181,0.0,0.14492875465137242,0.0,0.0,0.0,1.0,0.07736854304595199,0.0,0.0,0.0,0.0,0.0,0.052960369303628074,0.0,0.0,0.05657474822394997,0.047395286479560206,0.19013000214933826,0.0,0.029995642861936535,0.0,0.0,0.0,0.0,0.05374039835450486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05201589927874623,0.06220681301109881,0.0,0.0,0.0,0.0,0.055120012206833074,0.0,0.11469793080912132,0.0,0.05090479480187038
7,0.0,0.0,0.06528030909445777,0.0,0.0,0.0,0.07736854304595199,0.9999999999999998,0.0,0.0,0.026730025212446162,0.0,0.2003707380881278,0.07217570071923379,0.0,0.0,0.05680414821206636,0.047587465472777216,0.0,0.0,0.03011726956522886,0.0,0.0,0.03379896018493022,0.21913008728477007,0.07323874359579724,0.014619706407591925,0.0,0.0,0.0,0.0,0.0,0.0,0.02591574060580457,0.09173812821092527,0.0,0.0,0.0,0.014277185348949843,0.0,0.055343513513373056,0.35624103690023534,0.1151630093961339,0.12239620683133176,0.043528980683707495
8,0.21736154870396157,0.0,0.14564979331824493,0.0,0.0,0.2679570428709553,0.0,0.0,1.0,0.2550434627131847,0.11098763411327305,0.0,0.0,0.0,0.0,0.296530097727229,0.4127346215842555,0.053087252548238636,0.1666527279806521,0.0,0.06463050908775379,0.03520174107385349,0.0,0.07295486517112773,0.0,0.0,0.08171693188505832,0.05538587389586405,0.021946216206276903,0.048031573936178726,0.0,0.0,0.0,0.0,0.0,0.1062346887196372,0.017745367186035015,0.0457164466774923,0.0,0.07261845156499361,0.061739683960937576,0.0,0.0,0.0,0.0
9,0.09459488555145258,0.0,0.0,0.0,0.0,0.13456291943037021,0.0,0.0,0.2550434627131847,1.0,0.02707285519181761,0.0,0.0,0.0,0.0,0.15904315265205687,0.029734558819234952,0.0,0.13511753756065722,0.0,0.07577521109765326,0.014259179988109915,0.0,0.050755605194265814,0.05233873480920801,0.0,0.03440956347046479,0.07706527980564053,0.03453057425087807,0.033416162141420507,0.0,0.0,0.08643019982771721,0.038917442764753965,0.0,0.04420781201566498,0.05730020617559169,0.0,0.0,0.0,0.09714233748545444,0.0,0.0,0.1838013216151135,0.0
