ID,score
0,0.0
1,0.0
2,0.10601045931580035
3,0.06519123542690712
4,0.04413460471950006
5,0.0
6,0.0
7,0.22420717860490388
8,0.0632284743455152
9,0.0
10,0.0
11,0.024914905471400604
12,0.0
13,0.0
14,0.6593594151442643
15,0.02546631860204413
16,0.04327893836569586
17,0.3024308228703872
18,0.0
19,0.0
20,0.0
21,0
