ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.1441715113090982,0.0,0.07905223301899912,0.0,0.0,0.05483040925597694,0.0,0.0,0.030724495466405176,0.012809845668532216,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.19229140402775363,0.0,0.052682204273450155,0.0,0.0,0.029389419547844093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1.0000000000000002,0.10601045931580035,0.023931514570239645,0.07176930591047498,0.0,0.018249280526633747,0.09106174196167105,0.017366911035546873,0.0,0.017134199002565964,0.0,0.15300407566430904,0.0,0.0,0.017464465632597355,0.0,0.0,0.01969727858608806,0.0,0.003592742006500993
3,0.0,0.0,0.10601045931580035,1.0,0.06519123542690712,0.1955049566254276,0.21084217522719698,0.04971240494167933,0.04886255080037964,0.04730876445924627,0.0,0.0,0.0,0.0,0.0,0.0,0.04757451047731082,0.0,0.0,0.05365685994533292,0.0,0.009786897911810666
4,0.0,0.0,0.023931514570239645,0.06519123542690712,1.0000000000000002,0.04413460471950006,0.14324636677394034,0.024896645931079302,0.058774251822124125,0.014844167663281886,0.0,0.01824538866589504,0.0,0.0,0.013145008192649086,0.016441493053340066,0.0,0.0032151869251132044,0.022666642962362784,0.0,0.0,0.003933504534127073
5,0.0,0.0,0.07176930591047498,0.1955049566254276,0.04413460471950006,1.0000000000000002,0.0,0.11654323282017869,0.03308005057795174,0.03202813392787739,0.0,0.0,0.0,0.0,0.0,0.0,0.03220804454601886,0.0,0.0,0.036325808042585755,0.0,0.006625750654045503
6,0.1441715113090982,0.19229140402775363,0.0,0.21084217522719698,0.14324636677394034,0.0,1.0,0.0,0.059052102582491356,0.0,0.0,0.06918415177464779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025443562982366424
7,0.0,0.0,0.018249280526633747,0.04971240494167933,0.024896645931079302,0.11654323282017869,0.0,1.0,0.22420717860490388,0.12567799790498801,0.0,0.12365639121805082,0.0,0.11902513865221563,0.031741126553809076,0.037612001348812124,0.00818976347448313,0.01778260371067408,0.019416888356525094,0.0092368158353478,0.0,0.00823887714978567
8,0.07905223301899912,0.052682204273450155,0.09106174196167105,0.04886255080037964,0.058774251822124125,0.03308005057795174,0.059052102582491356,0.2242071786049039,1.0,0.0632284743455152,0.0,0.23921807464282024,0.04466138357585608,0.10325673868432302,0.08469778969271115,0.061142327214367555,0.03290397216163199,0.023155620637771424,0.006634446012425127,0.012624300013701174,0.0,0.017708931943785033
9,0.0,0.0,0.017366911035546873,0.04730876445924627,0.014844167663281886,0.03202813392787739,0.0,0.12567799790498801,0.0632284743455152,1.0,0.0,0.04360629177692525,0.0,0.08613909614550508,0.012223797992011847,0.015289263180793228,0.01778092001384909,0.04602705160633075,0.02107815078304199,0.020054191316109936,0.0,0.0
