ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.2346258795054245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.05483040925597694,0.029389419547844093,0.017134199002565964,0.0,0.01824538866589504,0.0,0.06918415177464779,0.1236563912180508,0.2392180746428203,0.04360629177692525,0.0,0.9999999999999999,0.024914905471400604,0.030250289428799107,0.10348792671559454,0.0881452199980959,0.0,0.06260102908368587,0.039371134164492796,0.0,0.0,0.05429708211524734
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04466138357585608,0.0,0.0,0.024914905471400604,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.15300407566430904,0.0,0.0,0.0,0.0,0.11902513865221563,0.103256738684323,0.08613909614550508,0.2346258795054245,0.030250289428799107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.030724495466405176,0.0,0.0,0.0,0.013145008192649086,0.0,0.0,0.031741126553809076,0.08469778969271113,0.012223797992011847,0.0,0.10348792671559454,0.0,0.0,0.9999999999999999,0.6593594151442643,0.12216225092494637,0.13297712666950431,0.1544623126261087,0.0,0.0,0.00980584111408091
15,0.012809845668532216,0.0,0.0,0.0,0.016441493053340066,0.0,0.0,0.037612001348812124,0.061142327214367555,0.015289263180793228,0.0,0.0881452199980959,0.0,0.0,0.6593594151442643,1.0,0.02546631860204413,0.2079127389161651,0.27812405348480057,0.0,0.0,0.008246579685099236
16,0.0,0.0,0.017464465632597355,0.04757451047731082,0.0,0.03220804454601886,0.0,0.00818976347448313,0.03290397216163199,0.01778092001384909,0.0,0.0,0.0,0.0,0.12216225092494637,0.02546631860204413,1.0,0.04327893836569586,0.0,0.020166841087218456,0.0,0.08678704606442186
17,0.0,0.0,0.0,0.0,0.0032151869251132044,0.0,0.0,0.017782603710674083,0.023155620637771424,0.04602705160633075,0.0,0.06260102908368585,0.0,0.0,0.13297712666950431,0.20791273891616507,0.04327893836569586,0.9999999999999999,0.3024308228703872,0.02440605180350038,0.0,0.0522979482452335
18,0.0,0.0,0.0,0.0,0.022666642962362784,0.0,0.0,0.019416888356525094,0.006634446012425127,0.02107815078304199,0.0,0.039371134164492796,0.0,0.0,0.1544623126261087,0.27812405348480057,0.0,0.3024308228703872,1.0,0.0,0.0,0.012378425424982235
19,0.0,0.0,0.01969727858608806,0.05365685994533292,0.0,0.036325808042585755,0.0,0.0092368158353478,0.012624300013701174,0.020054191316109936,0.0,0.0,0.0,0.0,0.0,0.0,0.020166841087218456,0.02440605180350038,0.0,0.9999999999999999,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.003592742006500993,0.009786897911810666,0.003933504534127073,0.006625750654045503,0.025443562982366424,0.00823887714978567,0.017708931943785033,0.0,0.0,0.05429708211524734,0.0,0.0,0.00980584111408091,0.008246579685099236,0.08678704606442186,0.0522979482452335,0.012378425424982235,0.0,0.0,1.0
